iter	Logloss
211	0.2062622033
212	0.2061055132
213	0.205975845
214	0.205847235
215	0.2057411214
216	0.2056177465
217	0.205513214
218	0.205310875
219	0.2051210436
220	0.2050150285
221	0.2048696317
222	0.2047564678
223	0.2045701897
224	0.2043845315
225	0.2042178695
226	0.2040663136
227	0.2038889166
228	0.203723797
229	0.2036068625
230	0.2034365579
231	0.2032606623
232	0.2031262072
233	0.2030278584
234	0.2028343116
235	0.2026513902
236	0.2024714123
237	0.2023085524
238	0.2021511504
239	0.2020726649
240	0.2019721479
241	0.201851936
242	0.2017535358
243	0.2015999949
244	0.2014523405
245	0.2012981672
246	0.2011665375
247	0.2010464991
248	0.2009584363
249	0.2007995275
250	0.2006916747
251	0.2005698706
252	0.2004703354
253	0.200371712
254	0.2002435407
255	0.2001518098
256	0.2000233414
257	0.1999195822
258	0.1997331409
259	0.1996326254
260	0.1995294917
261	0.1994020036
262	0.1993022863
263	0.1992134585
264	0.1990397762
265	0.1988914496
266	0.1987143179
267	0.1986045291
268	0.1985107951
269	0.198398272
270	0.1982933147
271	0.1982043516
272	0.1980817943
273	0.1979394308
274	0.1977887938
275	0.1976715237
276	0.1975991696
277	0.1975133789
278	0.197417263
279	0.1972706036
280	0.1971625875
281	0.1970421708
282	0.1969777498
283	0.1968278415
284	0.1967335393
285	0.1965934173
286	0.1965180376
287	0.1963887169
288	0.1962734487
289	0.196166298
290	0.1960555919
291	0.1959291726
292	0.1957482147
293	0.1956445387
294	0.1954604504
295	0.195344551
296	0.1952729256
297	0.1951620668
298	0.1950751043
299	0.1948965349
300	0.1947851357
301	0.1946854708
302	0.1945782967
303	0.1944602138
304	0.1943392935
305	0.1942124596
306	0.194027125
307	0.193939637
308	0.193836984
309	0.1937497913
310	0.1936377489
311	0.1935561106
312	0.1934768203
313	0.1933422972
314	0.1932412877
315	0.1931745458
316	0.1930616193
317	0.1929115591
318	0.1928220336
319	0.192659173
320	0.192535806
321	0.1923688056
322	0.1922783681
323	0.1921758218
324	0.1920528961
325	0.1919853287
326	0.1918921061
327	0.1917785993
328	0.1916396397
329	0.1915625547
330	0.1914720775
331	0.1913703666
332	0.1913226951
333	0.1912366149
334	0.1911336842
335	0.1910224623
336	0.1909268186
337	0.1908460532
338	0.1907482109
339	0.190596232
340	0.1905123857
341	0.1903947028
342	0.1902573328
343	0.1901412988
344	0.1900424929
345	0.1899335116
346	0.1897965086
347	0.1896967177
348	0.1896179228
349	0.1894892784
350	0.1894106466
351	0.1893379465
352	0.1892294581
353	0.1891167413
354	0.189014073
355	0.1888941003
356	0.1887981619
357	0.188728654
358	0.1886162451
359	0.188536777
360	0.1884317315
361	0.1883220519
362	0.1882304361
363	0.1881112487
364	0.1880469896
365	0.1879702505
366	0.1878844328
367	0.1877577529
368	0.1876860618
369	0.1876023977
370	0.1875457389
371	0.1874742258
372	0.1873593147
373	0.1872835897
374	0.1872075597
375	0.187091859
376	0.1869815357
377	0.1868545726
378	0.186784015
379	0.1867016584
380	0.1866356946
381	0.1865653795
382	0.1864961802
383	0.1864229446
384	0.1863754903
385	0.1863044578
386	0.1862077992
387	0.1861225443
388	0.1860143079
389	0.1859783771
390	0.18588268
391	0.1857574163
392	0.1856660771
393	0.1855880838
394	0.18548234
395	0.1854377231
396	0.1853819106
397	0.1853195857
398	0.1852687563
399	0.1852020648
400	0.1851380413
401	0.1850541882
402	0.1849947267
403	0.1849371776
404	0.1849045674
405	0.1848164631
406	0.1847475777
407	0.1846762486
408	0.1845669427
409	0.1844790383
410	0.184363827
411	0.1842974063
412	0.1842444002
413	0.1841938062
414	0.1841440948
415	0.1840442751
416	0.1839511348
417	0.1838639349
418	0.1838133498
419	0.1836865999
420	0.1836320041
421	0.1835765196
422	0.1835098629
423	0.1834731444
424	0.1834177656
425	0.1833550883
426	0.1832439057
427	0.1831798032
428	0.1831078757
429	0.1830348823
430	0.1830013603
431	0.1829528108
432	0.1828760881
433	0.1827980629
434	0.1827293825
435	0.1827019259
436	0.1826432574
437	0.1825977244
438	0.1825131246
439	0.1824551278
440	0.182409346
441	0.1823148524
442	0.1822283851
443	0.1821572725
444	0.1820718808
445	0.1820183615
446	0.1819734714
447	0.1819205818
448	0.1818304236
449	0.1817537157
450	0.1816693586
451	0.1816109122
452	0.1815616392
453	0.1814845724
454	0.181399854
455	0.1812935405
456	0.1812373253
457	0.1811881243
458	0.1810701419
459	0.180993548
460	0.1809498565
461	0.1809073677
462	0.1808492482
463	0.180786684
464	0.1806951098
465	0.1806704829
466	0.18057788
467	0.1805149088
468	0.1804676774
469	0.180400913
470	0.1803257519
471	0.1802603293
472	0.1801962576
473	0.1801424207
474	0.1800782477
475	0.1800310017
476	0.1799819754
477	0.1798940066
478	0.1798161091
479	0.1797682264
480	0.1797090612
481	0.1796428363
482	0.1795855227
483	0.1795311648
484	0.1794411799
485	0.1793900303
486	0.1793238931
487	0.1792385164
488	0.1791724696
489	0.179089411
490	0.1790109328
491	0.1789279902
492	0.178885123
493	0.1788269115
494	0.1787614996
495	0.1787238364
496	0.1786796948
497	0.1786082986
498	0.1785596454
499	0.178482851
500	0.1784369088
501	0.1783934303
502	0.178351419
503	0.1782093825
504	0.1781154849
505	0.1780722927
506	0.1780074834
507	0.1779409314
508	0.1778988259
509	0.1778514835
510	0.1778187776
511	0.177779715
512	0.1777061416
513	0.1776111
514	0.1775585249
515	0.1774955244
516	0.177411402
517	0.1773659043
518	0.1773139803
519	0.1772427742
520	0.1771869491
521	0.1771451004
522	0.1770730994
523	0.1770213403
524	0.1769583918
525	0.1769106933
526	0.1768510573
527	0.1768156851
528	0.1767618264
529	0.176697206
530	0.176647998
531	0.1765807009
532	0.1765389511
533	0.1764739374
534	0.1764288339
535	0.1763572626
536	0.1762991536
537	0.1762636371
538	0.176219246
539	0.1761779132
540	0.1761458849
541	0.1760898694
542	0.1760119629
543	0.1759539297
544	0.1758840598
545	0.1758130928
546	0.1757627436
547	0.1757260018
548	0.1756830738
549	0.1756167544
550	0.1755636693
551	0.1755229436
552	0.1754834667
553	0.1753760492
554	0.175293685
555	0.1752546015
556	0.1752092853
557	0.1751761405
558	0.1750660444
559	0.1750182853
560	0.17495946
561	0.1749274368
562	0.1748677243
563	0.174805929
564	0.1747628927
565	0.1747297078
566	0.1746660903
567	0.1746291969
568	0.1745610918
569	0.1745096006
570	0.1744548742
571	0.1743887986
572	0.1743275078
573	0.174284803
574	0.1742304063
575	0.1742008876
576	0.1741376073
577	0.1740891932
578	0.1740375268
579	0.1739832517
580	0.173948894
581	0.1739135546
582	0.1739060717
583	0.1738361754
584	0.1737530762
585	0.1737410677
586	0.1736648317
587	0.1735998118
588	0.1735570343
589	0.173514126
590	0.1734408722
591	0.1733955067
592	0.1733523611
593	0.1732917863
594	0.1732509777
595	0.1731993781
596	0.1731303516
597	0.1730978782
598	0.1730484354
599	0.1730144083
600	0.1729673376
601	0.1729188482
602	0.1728826019
603	0.1728494467
604	0.1728111392
605	0.1727771448
606	0.1727133056
607	0.1726597948
608	0.172639037
609	0.1725654943
610	0.1725090885
611	0.1724704798
612	0.1724360174
613	0.1723835008
614	0.172314783
615	0.1722676731
616	0.1721781486
617	0.1721135977
618	0.1720536252
619	0.1720155545
620	0.1719523197
621	0.1719205559
622	0.1718882751
623	0.171843343
624	0.1717905887
625	0.1717281265
626	0.1716814726
627	0.1716367575
628	0.1715997893
629	0.171555337
630	0.1715005219
631	0.1714374087
632	0.1713965709
633	0.1713507635
634	0.1713173609
635	0.1712525614
636	0.171192463
637	0.1711121284
638	0.1710510569
639	0.1710146991
640	0.1709725177
641	0.1709186368
642	0.1708703706
643	0.1708341101
644	0.1707990383
645	0.1707632661
646	0.170692236
647	0.1706253058
648	0.1705618839
649	0.1705254827
650	0.1704964132
651	0.17045913
652	0.1704098863
653	0.1703626445
654	0.1703174719
655	0.1702781876
656	0.1702361631
657	0.1701929749
658	0.170137481
659	0.1701011102
660	0.170044829
661	0.1700119467
662	0.1699700973
663	0.169921716
664	0.1698509646
665	0.1697694407
666	0.1697226473
667	0.1696718136
668	0.1696192148
669	0.1695694459
670	0.1695090689
671	0.169468552
672	0.1694200308
673	0.1693618494
674	0.1693233523
675	0.1692971922
676	0.1692789053
677	0.1692292392
678	0.1691615969
679	0.1691257056
680	0.1690748046
681	0.1690262949
682	0.1689724434
683	0.1689492204
684	0.1689297226
685	0.1688962541
686	0.1688657413
687	0.1688337885
688	0.1688048274
689	0.1687382163
690	0.1686813938
691	0.1686181657
692	0.1685744806
693	0.1685382814
694	0.1684960953
695	0.1684456317
696	0.1684221014
697	0.1683589591
698	0.1682939924
699	0.1682620308
700	0.1682340033
701	0.1682019079
702	0.1681591123
703	0.1681201366
704	0.1680829039
705	0.1680500071
706	0.1680024709
707	0.1679727945
708	0.1679380293
709	0.1678900671
710	0.1678219596
711	0.1678098767
712	0.1677504246
713	0.1677177937
714	0.1676576089
715	0.1675870825
716	0.1675224326
717	0.1674798859
718	0.1674406378
719	0.1673869666
720	0.1673708509
721	0.1673378311
722	0.1672759996
723	0.1672117956
724	0.1671589494
725	0.1671269825
726	0.1671029631
727	0.1670535505
728	0.166999717
729	0.1669689579
730	0.1669275834
731	0.1668832448
732	0.1668439602
733	0.1667869155
734	0.1667376596
735	0.1667056772
736	0.1666689454
737	0.1665977641
738	0.1665412039
739	0.1665105438
740	0.1664520864
741	0.1664045001
742	0.1663242941
743	0.166260946
744	0.1662133414
745	0.166169558
746	0.1661231302
747	0.1660668053
748	0.1660437784
749	0.1660226433
750	0.1659801745
751	0.165916993
752	0.1658899811
753	0.1658428507
754	0.1658051409
755	0.1657369692
756	0.1656773546
757	0.1656360112
758	0.1655865045
759	0.1655774351
760	0.1655420593
761	0.1655327296
762	0.1654914448
763	0.1654494311
764	0.1653948653
765	0.1653078301
766	0.1652515109
767	0.1652043089
768	0.1651553113
769	0.1651244424
770	0.1650839741
771	0.1650142983
772	0.1649569451
773	0.1649078881
774	0.1648741952
775	0.1648382875
776	0.1647892882
777	0.1646969857
778	0.164633843
779	0.1646095886
780	0.1645723562
781	0.1645357504
782	0.1645084577
783	0.1644547825
784	0.1644036062
785	0.1643705476
786	0.1643014323
787	0.164253449
788	0.1642215394
789	0.1641747326
790	0.1641289942
791	0.1641212777
792	0.1640669664
793	0.1640200057
794	0.1639682283
795	0.1639344348
796	0.1639137117
797	0.1638860183
798	0.1638463176
799	0.1638015058
800	0.163792916
801	0.1637558987
802	0.163724723
803	0.163675172
804	0.1636680554
805	0.1636253372
806	0.1635977777
807	0.1635577401
808	0.1635142853
809	0.1634680228
810	0.1634593972
811	0.1634143888
812	0.1633862292
813	0.1633511911
814	0.1632846656
815	0.1632401551
816	0.1632157483
817	0.163170009
818	0.1631505241
819	0.1631197778
820	0.1630721348
821	0.1630410732
822	0.1630076946
823	0.1629682688
824	0.1629426551
825	0.1629057984
826	0.1628925929
827	0.1628781419
828	0.1628372055
829	0.1627873106
830	0.1627451786
831	0.1627127364
832	0.1626523295
833	0.1626081492
834	0.1625618385
835	0.1625279417
836	0.1624891304
837	0.1624539384
838	0.1624314555
839	0.1623808598
840	0.1623746946
841	0.1623234524
842	0.1622816636
843	0.1622516452
844	0.1622295876
845	0.1622223934
846	0.1621950903
847	0.1621875357
848	0.1621553498
849	0.1621039077
850	0.1620589958
851	0.1620345298
852	0.1620243531
853	0.1619751627
854	0.1619241863
855	0.1619155717
856	0.1618771515
857	0.1618715786
858	0.1618366548
859	0.1618019862
860	0.1617552731
861	0.1617076448
862	0.1616566272
863	0.1615968842
864	0.1615874299
865	0.161553531
866	0.1615067635
867	0.1614381886
868	0.1613822314
869	0.1613327108
870	0.161282438
871	0.1612292701
872	0.1611876206
873	0.1611570054
874	0.1610989397
875	0.1610463308
876	0.161012288
877	0.1609677944
878	0.1609402128
879	0.160891101
880	0.1608573709
881	0.1608257434
882	0.1608033794
883	0.1607712725
884	0.1607238583
885	0.1606983083
886	0.1606735316
887	0.1606176507
888	0.1605821796
889	0.1605189828
890	0.1604867268
891	0.1604583195
892	0.1604457965
893	0.160386009
894	0.1603592274
895	0.1603330155
896	0.1602847456
897	0.1602257781
898	0.1601359949
899	0.1600958783
900	0.1600400795
901	0.1600235358
902	0.1599629347
903	0.1599261141
904	0.1598855859
905	0.1598195517
906	0.1597916821
907	0.1597718879
908	0.159758565
909	0.1597361617
910	0.1597018657
911	0.1596776407
912	0.1596544791
913	0.159591699
914	0.1595589155
915	0.1595217441
916	0.1594904779
917	0.1594486404
918	0.1594308759
919	0.159373921
920	0.1593396972
921	0.159308873
922	0.1592916501
923	0.1592643599
924	0.1592482999
925	0.1592025122
926	0.1591484948
927	0.1591110991
928	0.1590603639
929	0.1590134439
930	0.1589891254
931	0.1589588406
932	0.15892002
933	0.1588917771
934	0.1588680722
935	0.1588301942
936	0.1587971345
937	0.15875109
938	0.1587043388
939	0.1586561944
940	0.1586350914
941	0.1585967281
942	0.1585922797
943	0.1585422871
944	0.1585115485
945	0.1585012927
946	0.1584597943
947	0.1583986914
948	0.15835983
949	0.1582977664
950	0.1582731033
951	0.1582207886
952	0.1581841094
953	0.1581612449
954	0.1581187519
955	0.1580835193
956	0.1580619667
957	0.1580359337
958	0.1580060384
959	0.1579738234
960	0.1579457539
961	0.1579066851
962	0.1578590337
963	0.1578072954
964	0.1577777924
965	0.157763948
966	0.1577063953
967	0.1576707685
968	0.1576405131
969	0.1575892507
970	0.1575401312
971	0.1575216594
972	0.1575044535
973	0.1574759991
974	0.1574336829
975	0.1574068581
976	0.1573693385
977	0.1573369575
978	0.1572956245
979	0.1572499322
980	0.1572255342
981	0.1571912882
982	0.1571490985
983	0.1571201398
984	0.1570775897
985	0.1570123079
986	0.1569611081
987	0.15693444
988	0.1569238835
989	0.1568935465
990	0.1568502988
991	0.1567689444
992	0.156732141
993	0.1567166528
994	0.1566803412
995	0.1566323697
996	0.156590141
997	0.1565595453
998	0.1565304303
999	0.1565010819
